dish_id,total_calories,total_mass,ingredients,split
dish_1561060925,93.914848,156.0,brussels sprouts;salt;tofu;pepper;olive oil,train
dish_1561663817,95.495369,86.0,salt;mixed greens;olive oil;lemon juice;onions;parsley;corn on the cob;vinegar;millet;apple,train
dish_1566922978,124.32,84.0,scrambled eggs,train
dish_1557861216,0.0,1.0,plate only,test
dish_1566316587,646.768066,311.0,olive oil;vinegar;radishes;bacon;garlic;bell peppers;scrambled eggs;salt;cucumbers;mustard;hash browns,train
dish_1560367715,597.531189,305.0,broccoli;brown rice;vinegar;pork;olive oil;lemon juice;salt;croutons;white rice;cherry tomatoes;pepper;onions;parsley;shallots;garlic;basil,train
dish_1561575613,86.411438,70.0,walnuts;salt;mustard;olive oil;vinegar;chard;blueberries;arugula;pepper,train
dish_1558639266,30.768999,29.0,corn on the cob,train
dish_1558723537,14.5,58.0,cauliflower,train
dish_1566317742,154.720001,254.0,blackberries;oatmeal,train
dish_1565195493,406.998535,291.0,sweet potato;chicken apple sausage;bacon;olive oil;egg whites,train
dish_1559235690,172.604996,111.0,eggs,train
dish_1560529844,91.68,168.0,berries;sweet potato;watermelon,train
dish_1563220987,224.987503,110.0,olive oil;arugula;pork;salt;onions;parsley;zucchini;rosemary;garlic;white rice,test
dish_1563913709,337.888184,263.0,olive oil;cucumbers;fried rice;caesar salad;salt;cheese pizza;figs;cherry tomatoes;mustard;chard;vinegar;spinach (raw),train
dish_1563305883,83.052505,77.0,olive oil;spinach (raw);parmesan cheese;croutons;vinegar;apple;salt;mustard;onions;cranberries;caesar dressing;kale,train
dish_1558639335,60.32,116.0,apple,train
dish_1560454488,48.244003,42.0,mixed greens;garlic;salt;cucumbers;parsley;olive oil;vinegar;cherry tomatoes;carrot,train
dish_1559933793,56.676903,111.0,salt;pepper;olive oil;brussels sprouts,train
dish_1564159636,487.873688,134.0,sausage;olive oil;pepper;salt;turkey bacon;bacon;brussels sprouts,train
dish_1563984140,245.439987,472.0,egg whites,test
dish_1558724574,50.740002,118.0,brussels sprouts,train
dish_1558718009,25.84,76.0,cantaloupe,train
dish_1562873544,193.61171,201.0,carrot;pepper;sour cream;arugula;nopales;salt;garlic;fish;jicama;corn;olive oil;parsley;chive;cheese pizza;lime;caesar salad,train
dish_1562945823,62.19532,99.0,granola;mixed greens;blackberries;raspberries;vinaigrette;honeydew melons;cantaloupe,train
dish_1558725403,289.050018,50.0,almonds,train
dish_1564516366,31.049999,27.0,olives,train
dish_1561752996,848.655762,415.0,garlic;arugula;brown rice;thyme;salt;cilantro;cheese;salmon;pepper;chicken thighs;olive oil;tortilla;onions;tomatoes;chili,train
dish_1558381032,115.620003,20.0,almonds,train
dish_1562774099,51.993542,40.0,raspberries;vinaigrette;mixed greens;granola;blackberries,test
dish_1558549150,45.540001,66.0,grapes,train
dish_1562958629,208.970001,172.0,chicken salad;chickpeas;artichokes;olives,train
dish_1558725253,33.950001,97.0,broccoli,train
dish_1565036821,325.539917,134.0,soy sauce;salt;vinegar;olive oil;beef;white rice;orange juice;chili;green onions;broccoli;garlic;kale;cheese pizza;onions,train
dish_1558628921,24.6,60.0,carrot,train
dish_1558032156,140.660004,26.0,bacon,train
dish_1560444892,39.540001,90.0,honeydew melons;pineapple,test
dish_1561062320,307.868378,202.0,wine;shallots;cranberries;mushroom;spinach (raw);jalapenos;cream;thyme;lemon juice;sour cream;parsley;white rice;salmon;cilantro;ginger;beef;pasta;brown rice;arugula;mustard greens;olive oil;apple;bulgur;lime;salt;onions;chili;garlic,train
dish_1560798960,493.720886,429.0,cauliflower;croutons;sunflower seeds;garlic;onions;tofu;parmesan cheese;spinach (raw);caesar dressing;olive oil;mustard;kale;lemon juice;broccoli;carrot;salt;mixed greens;pears;cherry tomatoes;squash;vinegar;cranberries;cheese pizza;raisins,train
dish_1561662814,23.243509,20.0,olive oil;salt;lemon juice;onions;parsley;mixed greens;apple;millet;vinegar,test
dish_1560366438,71.93322,136.0,asparagus;salt;mustard;eggplant;pepper;blueberries;arugula;vinegar;chard;olive oil;walnuts,train
dish_1565987201,560.658997,522.0,cucumbers;spinach (raw);parmesan cheese;caesar dressing;chicken;olives,train
dish_1563393148,27.730003,118.0,broccoli;squash;zucchini,train
dish_1562699570,24.42,22.0,brown rice,train
dish_1566931140,126.700005,199.0,cauliflower;avocado,train
dish_1560360112,401.494019,248.0,berries;scrambled eggs;sausage,train
dish_1566501473,413.942017,371.0,olives;carrot;lemon juice;almonds;cherry tomatoes;onions;tuna,train
dish_1560368738,174.248901,225.0,olive oil;mustard;salt;lettuce;pumpkin seeds;mixed greens;carrot;asparagus;eggplant;arugula;vinegar,train
dish_1558549413,682.15802,118.0,almonds,test
dish_1558544870,198.354996,170.0,eggs;berries,train
dish_1562170163,53.5,107.0,pineapple,train
dish_1562611522,132.949997,50.0,cheese pizza,train
dish_1561574368,22.0,50.0,caesar salad,test
dish_1562614158,453.931671,301.0,apple;white rice;vinegar;lemon juice;cranberries;olive oil;kale;pineapple;jalapenos;spinach (raw);steak;mustard;onions;salt;cilantro;garlic;broccoli,train
dish_1562785369,440.577881,232.0,bulgur;salt;mustard greens;vinegar;lemon juice;basil;apple;cherry tomatoes;broccoli;shallots;olive oil;cranberries;parsley;pork;brown rice;arugula;onions;pepper;garlic,train
dish_1563479568,83.673561,82.0,goat cheese;apple;salt;lemon juice;brussels sprouts;olive oil;mustard greens;arugula;pepper;figs,train
dish_1562871731,17.029999,131.0,bok choy,train
dish_1562007789,302.954895,322.0,garlic;caesar salad;shallots;brussels sprouts;thyme;olive oil;lemon juice;parsley;pepper;arugula;salt;quinoa,train
dish_1567537352,50.792469,73.0,cucumbers;bell peppers;lettuce;cherry tomatoes;vinaigrette;olives;feta cheese;onions,train
dish_1563824279,58.599998,79.0,onions;olives,train
dish_1567007751,39.93,87.0,berries;cantaloupe,test
dish_1568400935,11.76,42.0,mixed greens,train
dish_1558635994,93.839996,136.0,grapes,train
dish_1562611853,267.213989,243.0,salt;broccoli;chickpeas;parsley;mustard greens;olive oil;arugula;vinegar;pepper,train
dish_1566592456,55.439999,126.0,caesar salad,train
dish_1562874250,394.440033,393.0,garlic;lime;fish;arugula;green beans;corn;carrot;chive;salt;nopales;parsley;sour cream;olive oil;jicama;pepper,train
dish_1559844683,132.959991,198.0,broccoli;potatoes;grapes,train
dish_1563305354,340.073578,208.0,salt;broccoli;onions;olive oil;orange juice;chili;beef;green onions;white rice;vinegar;kale;soy sauce;garlic;carrot;pepper,train
dish_1561739805,696.363525,1102.0,raspberries;broccoli;berries;sweet potato;scrambled eggs;cantaloupe;vinaigrette;mixed greens;blackberries;granola,train
dish_1558641954,18.360001,102.0,cherry tomatoes,train
dish_1564588688,148.178009,43.0,sausage,train
dish_1563205953,218.769501,298.0,yam;sweet potato;egg whites;pineapple;chicken apple sausage,train
dish_1567526738,225.159988,433.0,egg whites,train
dish_1568048018,496.800018,287.0,turkey bacon;olive oil;scrambled eggs;broccoli,train
dish_1558373159,1013.337036,334.0,sausage;deprecated;almonds,test
dish_1561739930,60.040001,79.0,sweet potato,train
dish_1565898489,46.0,40.0,olives,train
dish_1560369146,474.832947,359.0,cherry tomatoes;shallots;lemon juice;basil;onions;brown rice;pepper;radishes;garlic;honeydew melons;olive oil;vinegar;mustard;spinach (raw);parsley;blueberries;pork;asparagus;salt;broccoli,train
dish_1562783691,421.686005,423.0,mixed greens;grilled chicken,train
dish_1565023128,41.594833,32.0,mixed greens;granola;blackberries;vinaigrette;raspberries,train
dish_1559158354,21.0,60.0,broccoli,train
dish_1562183151,108.392403,195.0,olive oil;blueberries;pepper;vinegar;arugula;walnuts;salt;almonds;mushroom;green beans;spinach (raw);carrot;mustard;parsley;chard,train
dish_1562094730,428.194458,336.0,mixed greens;parsley;squash;chicken thighs;green beans;mushroom;vinegar;eggplant;spinach (cooked);garlic;shallots;cherry tomatoes;wine;lemon juice;cucumbers;olive oil;quinoa;carrot;salt,train
dish_1562007842,492.281372,434.0,caesar salad;garlic;pepper;arugula;quinoa;brussels sprouts;pork;thyme;parsley;lemon juice;couscous;shallots;carrot;jalapenos;mayonnaise;wheat berry;olive oil;cabbage;salt,train
dish_1567525637,153.264771,81.0,bell peppers;garlic;salt;mustard;cucumbers;olive oil;vinegar;radishes,train
dish_1561580431,258.003418,197.0,rosemary;basil;spinach (raw);vinegar;cheese;chicken;pepper;beef;shallots;spinach (cooked);onions;cream;wheat berry;white wine;caesar salad;garlic;pesto;lemon juice;butter;mushroom;arugula;millet;cherry tomatoes;pasta;salt;thyme;olive oil;oregano;bok choy,train
dish_1560442226,83.790001,147.0,berries,train
dish_1557862738,319.779999,118.0,steak,test
dish_1564168695,385.007996,78.0,pepperoni,train
dish_1560360102,401.494019,248.0,berries;scrambled eggs;sausage,train
dish_1558381742,78.199997,68.0,olives,train
dish_1564690167,251.781372,207.0,millet;pepper;spinach (raw);arugula;steak;lentils;vinegar;olive oil;lemon juice;salt;garlic;chickpeas;bell peppers;green beans;ketchup;onions;parsley;pears,train
dish_1559844479,83.449997,133.0,mandarin oranges;grapes,train
dish_1560444948,171.316879,231.0,cucumbers;watermelon;pineapple;scrambled eggs;radishes;salt;garlic;honeydew melons;olive oil;bell peppers;mustard;vinegar,test
dish_1561060787,46.464848,91.0,brussels sprouts;olive oil;pepper;salt,train
dish_1566331801,296.990997,203.0,tomatoes;salt;bell peppers;olive oil;onions;garlic;spinach (raw);jalapenos;chicken;millet;pepper,train
dish_1558463429,42.09,61.0,grapes,train
dish_1560367952,414.733154,221.0,fish;spinach (raw);pizza;onions;country rice;olive oil;salt;garlic;green onions,test
dish_1563475953,427.446991,453.0,garlic;wine;pasta;spinach (raw);cream;sour cream;cauliflower;shallots;salmon;pineapple;ginger;jalapenos;brown rice;beef;mushroom;thyme;salt;olive oil;lemon juice;onions;lime;cilantro;chili;honeydew melons,train
dish_1562698209,284.133148,135.0,millet;shallots;olive oil;onions;vinegar;beef;salt;bok choy;spinach (cooked),train
dish_1561576026,330.456177,156.0,vinegar;parmesan cheese;millet;bok choy;olives;roasted potatoes;beef;cheese pizza;salt;shallots;spinach (cooked);olive oil;onions,train
dish_1564073677,108.967804,92.0,scrambled eggs;olive oil;sweet potato,train
dish_1562788010,67.643532,182.0,salt;caesar salad;eggplant;olive oil;cantaloupe,train
dish_1565109606,89.964882,94.0,olive oil;sweet potato,train
dish_1561575661,418.952423,228.0,olive oil;blueberries;onions;shallots;salt;walnuts;spinach (cooked);beef;vinegar;chard;mustard;bok choy;millet;pepper;arugula,train
dish_1568401302,716.47937,561.0,fried rice;salt;squash;carrot;avocado;olive oil;tuna salad,test
dish_1562702853,272.567291,169.0,spinach (cooked);olive oil;feta cheese;vinegar;cherry tomatoes;millet;bok choy;vinaigrette;beef;shallots;lettuce;bell peppers;olives;salt;onions;cucumbers,train
dish_1560888930,224.931168,151.0,wheat berry;arugula;white rice;chicken;celery root;mustard;onions;olive oil;vinegar;spinach (raw);shallots;garlic;roasted potatoes;cranberries;salt;parsley;lemon juice;thyme,train
dish_1568056046,88.080002,189.0,olives;carrot;cherry tomatoes;onions,train
dish_1565032748,544.310486,435.0,beef;arugula;orange juice;mustard;onions;broccoli;salt;green onions;strawberries;garlic;white rice;vinegar;squash;olive oil;chili;kale;figs;soy sauce,train
dish_1558639089,19.32,28.0,grapes,train
dish_1565627751,68.909271,72.0,sweet potato;olive oil,train
dish_1563221495,365.269897,164.0,garlic;salt;olive oil;wheat berry;thyme;parmesan cheese;spinach (raw);pepperoni pizza;chicken breast;cherry tomatoes,train
dish_1562861174,401.797852,274.0,olive oil;mustard;cucumbers;salt;garlic;bell peppers;egg whites;bacon;radishes;vinegar,train
dish_1567628099,127.493019,132.0,salt;chard;olive oil;mustard greens;lemon juice;cranberries;shallots;parsley;arugula;garlic;kale;apple;bulgur,train
dish_1565984345,210.357925,353.0,garlic;thyme;onions;kale;salt;cauliflower;white rice;pepper;eggs;mushroom;cream;ground turkey;olive oil;celery;chive;carrot,train
dish_1559842326,334.483002,106.0,almonds;mandarin oranges,train
dish_1558630288,7.106,11.0,garden salad,test
dish_1565021104,291.309021,197.0,waffles;tofu;egg whites,train
dish_1563389042,30.478174,62.0,salt;carrot;olive oil;pepper,train
dish_1567785165,273.112488,116.0,mixed greens;blackberries;raspberries;sausage;vinaigrette;granola,train
dish_1556575558,103.300003,151.0,celery;olives;brussels sprouts,train
dish_1565023157,379.034851,260.0,raspberries;vinaigrette;mixed greens;granola;blackberries;scrambled eggs,train
dish_1562872223,306.862701,468.0,chicken;garlic;rosemary;wheat berry;squash;olive oil;thyme;pepper;spinach (raw);mushroom;bok choy;parsley;basil;salt;lemon juice;zucchini,train
dish_1558026756,183.860001,178.0,honeydew melons;cantaloupe;bacon,train
dish_1562615153,468.202423,286.0,goat cheese;thyme;garlic;parsley;lemon juice;jalapenos;vinegar;white rice;apple;radishes;salt;cilantro;chicken thighs;arugula;onions;olive oil;mustard greens;steak;kale;squash;brown rice;basil;pineapple;figs,train
dish_1563307575,671.082031,419.0,orange juice;onions;garlic;soy sauce;green onions;salt;carrot;white rice;pepper;quinoa;beef;spinach (raw);vinegar;rosemary;olive oil;lemon juice;kale;broccoli;chili,train
dish_1558637865,71.086998,67.0,corn on the cob,train
dish_1561752535,358.001984,307.0,cilantro;garlic;chili;salt;tortilla;onions;tomatoes;olive oil;chicken thighs;squash;caesar salad;turnips;cheese,train
dish_1562173247,290.550018,149.0,chilaquiles,train
dish_1563997327,157.878067,120.0,carrot;salt;mustard;parsley;almonds;olive oil;blueberries;spinach (raw);vinegar,train
dish_1566934120,183.993713,316.0,bok choy;salt;pepper;olive oil;thyme;arugula;brown rice;salmon;cauliflower,train
dish_1563910639,697.289185,447.0,garlic;lime;chili;salt;onions;lemon juice;olive oil;cilantro;brown rice;spinach (raw);jalapenos;ginger;salmon;shallots,train
dish_1565119418,324.39798,122.0,cheese pizza,train
dish_1559244649,906.761047,455.0,pepper;chive;olive oil;mustard greens;walnuts;basil;rosemary;garlic;brown rice;arugula;blueberries;chicken;chickpeas;lemon juice;vinegar;parsley;mustard;chard;cookies;salt,train
dish_1563897338,29.92,88.0,cantaloupe,train
dish_1562603626,201.759506,209.0,sweet potato;bacon;olive oil;pineapple;berries,train
dish_1561578623,208.514832,208.0,olive oil;onions;salt;millet;shallots;spinach (cooked);roasted potatoes;bok choy;beef;cauliflower;vinegar,train
dish_1565021640,304.581451,500.0,egg whites;olive oil;sweet potato,train
dish_1560442258,289.369995,185.0,bacon;berries,train
dish_1563998513,757.505066,599.0,chicken;pepper;cookies;brown rice;arugula;vinegar;oregano;tatsoi;olive oil;basil;cilantro;white wine;salt;roasted potatoes;garlic;shallots;cauliflower;mushroom;steak;jalapenos;cream;wheat berry;thyme;butter;rosemary;lemon juice;parsley,test
dish_1564171935,476.337524,309.0,salmon;salt;thyme;olive oil;wheat berry;arugula;brown rice;pepper,train
dish_1566835603,63.166828,66.0,olive oil;sweet potato,train
dish_1565724087,230.61496,160.0,cranberries;lemon juice;onions;salt;garlic;chicken;arugula;wheat berry;thyme;olive oil;mustard;parsley;shallots;celery root;vinegar;spinach (raw),train
dish_1562602918,265.622253,417.0,chia seeds;milk;greek yogurt;sweet potato;strawberries;watermelon;egg whites,train
dish_1559589873,11.88,54.0,mushroom,train
dish_1564168739,585.302002,164.0,pepperoni;sandwiches,train
dish_1564432094,177.659988,63.0,pepperoni pizza,train
dish_1558544663,141.440002,208.0,oatmeal,test
dish_1562950057,320.100006,223.0,scrambled eggs;roasted potatoes,train
dish_1564169958,787.776489,563.0,chili;tomatoes;cilantro;olive oil;parsley;cucumbers;tortilla;onions;squash;chicken thighs;cheese;pepper;garlic;tatsoi;kale;lemon juice;zucchini;broccoli;salt,train
dish_1562007904,525.461365,489.0,shallots;arugula;pepper;quinoa;mayonnaise;couscous;brussels sprouts;pork;wheat berry;thyme;lemon juice;caesar salad;salt;garlic;carrot;cherry tomatoes;jalapenos;olive oil;parsley;cabbage;olives,train
dish_1562086067,178.178009,209.0,yam;berries,train
dish_1560887408,324.52002,122.0,pizza,train
dish_1561663068,332.892792,168.0,lime;lettuce;mixed greens;olive oil;onions;cucumbers;vinegar;pepper;salt;cheese pizza;cherry tomatoes,train
dish_1565808975,35.720001,130.0,cherry tomatoes;onions,train
dish_1562170356,385.333984,432.0,turkey bacon;pineapple;watermelon;roasted potatoes;berries,train
dish_1563391989,462.847504,464.0,bell peppers;broccoli;tomatoes;onions;squash;chicken thighs;pepper;fish;arugula;chili;garlic;cabbage;cilantro;salt;hominy;lemon juice;zucchini;olive oil;parsley;jalapenos;tomatillo;quinoa;lime,train
dish_1566934152,305.065247,396.0,pepper;bok choy;quinoa;brown rice;mushroom;arugula;thyme;olive oil;chicken thighs;lemon juice;spinach (cooked);shallots;cauliflower;eggplant;squash;wine;garlic;salt;salmon,train
dish_1568056019,64.300003,131.0,olives;cherry tomatoes;onions,train
dish_1558378553,393.108002,68.0,almonds,train
dish_1560543682,121.259995,86.0,roasted potatoes,train
dish_1562963517,552.648376,511.0,fish;vinegar;mustard;lemon juice;salt;garlic;cilantro;jalapenos;pepper;quinoa;tomatillo;arugula;olive oil;onions;mixed greens;lettuce;carrot;pumpkin seeds,train
dish_1566851222,550.827515,375.0,pepper;cabbage;vinegar;mayonnaise;shallots;onions;cucumbers;olive oil;garlic;pizza;carrot;salt;quinoa;jalapenos;wheat berry;pork;parsley;spinach (raw);lemon juice;arugula;mustard;thyme;sun dried tomatoes,train
dish_1566333194,461.585266,220.0,bok choy;bell peppers;jalapenos;spinach (raw);onions;garlic;tomatoes;cheese pizza;salt;shallots;pepper;beef;vinegar;olive oil;spinach (cooked);chicken;millet,train
